Terrain,Scanner,source_dataset,segment_id,GT_ID_final,represented_GT_IDs,source_QC_status,QC_class,GT_detection_credit,include_in_attribute_accuracy,is_genuine_unrecorded_tree,is_genuine_edge_truncated_tree,is_undersegmented,is_invalid_candidate,QC_notes
Challenging,Dual sensor,cht_dvojskener_nogrid,19,2,2,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,20,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,"Genuine physical tree confirmed by manual CloudCompare QC, but no corresponding GT record."
Challenging,Dual sensor,cht_dvojskener_nogrid,21,19,19,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT19.
Challenging,Dual sensor,cht_dvojskener_nogrid,22,,23;24,mixed_undersegmented,undersegmented_GT_trees,0,False,False,False,True,False,One RCT instance represents the very close GT23 and GT24 trees. The two physical GT trees cannot be reliably separated for a one-to-one TH/DBH comparison; excluded from attribute accuracy.
Challenging,Dual sensor,cht_dvojskener_nogrid,23,37,37,validated_primary_match,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT37 by manual CloudCompare QC. Tree manually cleaned before attribute extraction; included in detection and TH/DBH accuracy.
Challenging,Dual sensor,cht_dvojskener_nogrid,24,1,1,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,25,28,28,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,26,25,25,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,27,20,20,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT20.
Challenging,Dual sensor,cht_dvojskener_nogrid,28,29,29,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,29,30,30,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,30,26,26,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed and cleaned cloud successfully reconstructed as one tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,31,13,13,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT13.
Challenging,Dual sensor,cht_dvojskener_nogrid,32,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Manual CloudCompare QC: not a valid independent tree.
Challenging,Dual sensor,cht_dvojskener_nogrid,33,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,"Genuine physical tree confirmed by manual CloudCompare QC, but no corresponding GT record."
Challenging,Dual sensor,cht_dvojskener_nogrid,34,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,"Genuine physical tree confirmed by manual CloudCompare QC, but no corresponding GT record."
Challenging,Dual sensor,cht_dvojskener_nogrid,35,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,"Genuine physical tree confirmed by manual CloudCompare QC, but no corresponding GT record."
Challenging,Dual sensor,cht_dvojskener_nogrid,36,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Manual cross-scanner QC confirmed this is a non-independent segment/fragment.
Challenging,Dual sensor,cht_dvojskener_nogrid,37,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Manual cross-scanner QC confirmed this is a non-independent segment/fragment.
Challenging,Dual sensor,cht_dvojskener_nogrid,38,5,5,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT5.
Challenging,Hovermap,cht_hovermap_nogrid,0,8,8,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,1,9,9,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT9; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,2,,33;34,ambiguous_undersegmented,undersegmented_GT_trees,0,False,False,False,True,False,Manual CloudCompare QC: neighbouring trees are strongly interlocked. Cannot reliably determine whether T2 corresponds to GT33 or GT34. Exclude from one-to-one TH/DBH accuracy. No individual GT detection credit assigned from this candidate.
Challenging,Hovermap,cht_hovermap_nogrid,3,13,13,cleaned_reprocessing_exception,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed but rayextract returned 0 trees; retain original TH/DBH
Challenging,Hovermap,cht_hovermap_nogrid,4,,32;7,ambiguous_undersegmented,undersegmented_GT_trees,0,False,False,False,True,False,Manual CloudCompare QC: poor segmentation of two very close/interlocked trees prevents reliable assignment of T4 to GT32 or GT7. Exclude from one-to-one TH/DBH accuracy. No individual GT detection credit assigned from this candidate.
Challenging,Hovermap,cht_hovermap_nogrid,5,14,14,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,6,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,7,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,8,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,9,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,10,6,6,validated_primary_match,validated_primary_match,1,True,False,False,False,False,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,11,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,12,,35;36,mixed_undersegmented,undersegmented_GT_trees,0,False,False,False,True,False,"One RCT instance contains two physical GT trees; GT35 and GT36 both represented, but no valid one-to-one TH/DBH comparison"
Challenging,Hovermap,cht_hovermap_nogrid,13,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine unrecorded tree; T37-T40 absorbed into T13; use main cleaned reconstruction
Challenging,Hovermap,cht_hovermap_nogrid,14,16,16,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT16; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,15,18,18,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,16,3,3,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT3; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,17,2,2,cleaned_reprocessing_exception,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed but rayextract returned 0 trees; retain original TH/DBH
Challenging,Hovermap,cht_hovermap_nogrid,18,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,19,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,20,19,19,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT19; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,21,,23;24,mixed_undersegmented,undersegmented_GT_trees,0,False,False,False,True,False,One RCT instance represents the very close GT23 and GT24 trees. The two physical GT trees cannot be reliably separated for a one-to-one TH/DBH comparison; excluded from attribute accuracy.
Challenging,Hovermap,cht_hovermap_nogrid,22,37,37,validated_primary_match,validated_primary_match,1,True,False,False,False,False,Validated one-to-one correspondence with GT37 by manual CloudCompare QC. Tree manually cleaned before attribute extraction; included in detection and TH/DBH accuracy.
Challenging,Hovermap,cht_hovermap_nogrid,23,1,1,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT1; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,24,28,28,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual/validated one-to-one correspondence with GT28; tree did not require manual correction.
Challenging,Hovermap,cht_hovermap_nogrid,25,25,25,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,26,20,20,validated_untouched_tree,validated_primary_match,1,True,False,False,False,False,Manual CloudCompare QC identified T26 as GT20. Retain original RCT attributes.
Challenging,Hovermap,cht_hovermap_nogrid,27,29,29,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,28,30,30,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,29,26,26,cleaned_retained_tree,validated_primary_match,1,True,False,False,False,False,Manual cleaning completed; use recalculated attributes
Challenging,Hovermap,cht_hovermap_nogrid,30,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,31,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,32,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Manual CloudCompare QC confirmed H32 is a genuine small tree with its own stem but no corresponding GT record.
Challenging,Hovermap,cht_hovermap_nogrid,33,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,34,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,35,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,36,,,genuine_unrecorded_tree,genuine_unrecorded_tree,0,False,True,False,False,False,Genuine physical tree but no corresponding GT record
Challenging,Hovermap,cht_hovermap_nogrid,37,,,absorbed_fragment,invalid_fragment,0,False,False,False,False,True,Merged into final T13
Challenging,Hovermap,cht_hovermap_nogrid,38,,,absorbed_fragment,invalid_fragment,0,False,False,False,False,True,Merged into final T13
Challenging,Hovermap,cht_hovermap_nogrid,39,,,absorbed_fragment,invalid_fragment,0,False,False,False,False,True,Merged into final T13
Challenging,Hovermap,cht_hovermap_nogrid,40,,,absorbed_fragment,invalid_fragment,0,False,False,False,False,True,Merged into final T13
Challenging,Hovermap,cht_hovermap_nogrid,41,5,5,ambiguous_close_neighbours,validated_primary_match,1,True,False,False,False,False,Manual CloudCompare QC: T41 is a small tree located very close to a larger neighbouring tree. Correspondence cannot be confidently resolved between GT2 and GT5. Excluded from one-to-one TH/DBH accuracy.
Challenging,Hovermap,cht_hovermap_nogrid,42,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,43,,23,segmentation_unreliable,invalid_fragment,0,False,False,False,False,True,"T43 is interpreted as GT23, adjacent to T21/GT24. The close neighbouring trees caused poor segmentation, so individual-tree TH/DBH cannot be estimated reliably. Count GT23 as represented/detected, but exclude T43 from attribute accuracy."
Challenging,Hovermap,cht_hovermap_nogrid,44,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
Challenging,Hovermap,cht_hovermap_nogrid,45,,,random_or_unresolved_fragment,invalid_fragment,0,False,False,False,False,True,Not a valid independent tree after manual QC
